username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
verrenchristyy;2019-01-22 22:24;0;0;"iyaweh pelan wkwk";;;;"1087732859585089536";https://twitter.com/verrenchristyy/status/1087732859585089536
verrenchristyy;2019-01-22 20:04;0;1;"Sometimes it's best to take a long road way home, drive slowly, and think about everything. Even better when the skies are getting dark and the rain starts pouring. Plus, mellow music playing on repeat.";;;;"1087697512171892736";https://twitter.com/verrenchristyy/status/1087697512171892736
